id,name,state,census_region,pop_dens,pct_aa,pop,female,caucasian,african_american,travel_time,land_area,hh_income,fips,votes_dem_2016,votes_gop_2016,total_votes_2016,partywinner12
48363,Palo Pinto County,TX,South,"[ 17,   45)","[ 2.0, 5.0)",28096,51,94.4,2.4,23.7,951.79,41670,48363,1700,8222,10175,Republican
48365,Panola County,TX,South,"[ 17,   45)","[15.0,25.0)",23769,50.5,81,16,24.8,801.75,52453,48365,1835,8445,10413,Republican
48367,Parker County,TX,South,"[118,71672]","[ 2.0, 5.0)",123164,49.5,94.7,2,31,903.48,64515,48367,8329,46433,56413,Republican
48369,Parmer County,TX,South,"[  0,   17)","[ 0.0, 2.0)",9908,48.3,94.7,1.6,15,880.78,44943,48369,848,1911,2818,Republican
48371,Pecos County,TX,South,"[  0,   17)","[ 2.0, 5.0)",15893,43.3,92.6,4.3,17,4763.85,47019,48371,1551,2463,4167,Republican
48373,Polk County,TX,South,"[ 17,   45)","[10.0,15.0)",46079,46.5,84.3,11.4,26.1,1057.09,37855,48373,7123,26587,34444,Republican
48375,Potter County,TX,South,"[118,71672]","[10.0,15.0)",121627,48.6,81.3,10.8,18.3,908.37,37951,48375,7620,19499,28330,Republican
48377,Presidio County,TX,South,"[  0,   17)","[ 0.0, 2.0)",6976,50.2,94.8,1.4,15.7,3855.24,29634,48377,1458,652,2203,Democrat
48379,Rains County,TX,South,"[ 45,  118)","[ 2.0, 5.0)",11032,49.6,93.7,2.9,32.6,229.45,44478,48379,619,3919,4630,Republican
48381,Randall County,TX,South,"[118,71672]","[ 2.0, 5.0)",128220,51,92.7,3,19.2,911.54,58529,48381,8340,43379,53813,Republican
48383,Reagan County,TX,South,"[  0,   17)","[ 2.0, 5.0)",3755,47.9,93,3.4,17.7,1175.3,61250,48383,167,709,900,Republican
48385,Real County,TX,South,"[  0,   17)","[ 0.0, 2.0)",3371,50.5,94.9,1,20.7,699.2,33885,48385,262,1382,1678,Republican
48387,Red River County,TX,South,"[  0,   17)","[15.0,25.0)",12446,51.7,79.2,17.4,26.6,1036.58,31712,48387,1148,3924,5147,Republican
48389,Reeves County,TX,South,"[  0,   17)","[ 5.0,10.0)",14349,39.8,91.9,5.4,16.8,2635.38,40571,48389,1659,1417,3184,Democrat
48391,Refugio County,TX,South,"[  0,   17)","[ 5.0,10.0)",7302,50.3,90,6.8,22.4,770.44,44548,48391,1034,1830,2945,Republican
48393,Roberts County,TX,South,"[  0,   17)","[ 0.0, 2.0)",928,51.1,95.4,0.7,15.6,924.06,67321,48393,20,524,550,Republican
48395,Robertson County,TX,South,"[ 17,   45)","[15.0,25.0)",16500,50.6,75.5,21.3,26.5,855.68,40601,48395,2203,4665,7010,Republican
48397,Rockwall County,TX,South,"[118,71672]","[ 5.0,10.0)",87809,50.9,88.5,6.1,30.8,127.04,86119,48397,9633,28396,39529,Republican
48399,Runnels County,TX,South,"[  0,   17)","[ 2.0, 5.0)",10416,50.2,94.3,2.6,18.1,1050.95,37667,48399,452,3241,3765,Republican
48401,Rusk County,TX,South,"[ 45,  118)","[15.0,25.0)",53923,47.1,79.1,17.6,24.1,924.03,45752,48401,3935,14675,18994,Republican
48403,Sabine County,TX,South,"[ 17,   45)","[ 5.0,10.0)",10350,51,90.1,7.5,28.8,491.39,32963,48403,614,3992,4642,Republican
48405,San Augustine County,TX,South,"[  0,   17)","[15.0,25.0)",8610,51.3,75,22.6,26.5,530.66,28390,48405,907,2620,3563,Republican
48407,San Jacinto County,TX,South,"[ 45,  118)","[10.0,15.0)",27099,49.7,86,10.5,40.4,569.24,46107,48407,2034,8050,10305,Republican
48409,San Patricio County,TX,South,"[ 45,  118)","[ 2.0, 5.0)",66915,50,94.3,2.1,22.3,693.45,50657,48409,7825,13004,21513,Republican
48411,San Saba County,TX,South,"[  0,   17)","[ 2.0, 5.0)",5622,45.3,93.4,3.6,18.8,1135.3,37743,48411,293,2025,2354,Republican
48413,Schleicher County,TX,South,"[  0,   17)","[ 0.0, 2.0)",3162,49.3,95.5,1.8,23.8,1310.63,50648,48413,209,819,1054,Republican
48415,Scurry County,TX,South,"[ 17,   45)","[ 5.0,10.0)",17328,46,91.4,5.2,16,905.44,47513,48415,733,4403,5261,Republican
48417,Shackelford County,TX,South,"[  0,   17)","[ 0.0, 2.0)",3343,51.3,96.1,1.3,18.7,914.29,47277,48417,103,1378,1502,Republican
48419,Shelby County,TX,South,"[ 17,   45)","[15.0,25.0)",25515,50.4,79.6,17.6,23.1,795.58,37081,48419,1757,7171,9072,Republican
48421,Sherman County,TX,South,"[  0,   17)","[ 0.0, 2.0)",3084,47.9,96.1,0.9,13.7,923.04,48185,48421,96,807,933,Republican
48423,Smith County,TX,South,"[118,71672]","[15.0,25.0)",218842,51.7,78.2,17.9,22.1,921.45,47432,48423,22128,58631,83161,Republican
48425,Somervell County,TX,South,"[ 45,  118)","[ 0.0, 2.0)",8694,51,94.5,1.2,26.4,186.46,55269,48425,540,3206,3876,Republican
48427,Starr County,TX,South,"[ 45,  118)","[ 0.0, 2.0)",62955,51.3,98.8,0.4,21.2,1223.18,24927,48427,9246,2218,11691,Democrat
48429,Stephens County,TX,South,"[  0,   17)","[ 2.0, 5.0)",9405,47.9,95,2.5,17.4,896.72,41728,48429,348,3033,3453,Republican
48431,Sterling County,TX,South,"[  0,   17)","[ 0.0, 2.0)",1339,46.9,94.6,1.4,20.1,923.45,50543,48431,70,549,633,Republican
48433,Stonewall County,TX,South,"[  0,   17)","[ 2.0, 5.0)",1403,51.2,92.2,4.1,18,916.31,42429,48433,135,555,701,Republican
48435,Sutton County,TX,South,"[  0,   17)","[ 0.0, 2.0)",3972,49.5,97,0.9,14.8,1453.93,53806,48435,313,1075,1415,Republican
48437,Swisher County,TX,South,"[  0,   17)","[ 5.0,10.0)",7581,47.1,89.1,7.7,16.7,890.16,36753,48437,462,1671,2190,Republican
48439,Tarrant County,TX,South,"[118,71672]","[15.0,25.0)",1945360,51,75.7,15.9,26,863.61,56853,48439,288001,345683,662832,Republican
48441,Taylor County,TX,South,"[118,71672]","[ 5.0,10.0)",135143,51.2,86.8,7.8,16,915.55,44891,48441,10047,33172,45266,Republican
48443,Terrell County,TX,South,"[  0,   17)","[ 0.0, 2.0)",927,47.4,90.8,1.2,16.1,2358.03,39479,48443,140,287,437,Republican
48445,Terry County,TX,South,"[  0,   17)","[ 5.0,10.0)",12739,47.3,92.1,5,20,888.84,37679,48445,424,1295,1763,Republican
48447,Throckmorton County,TX,South,"[  0,   17)","[ 0.0, 2.0)",1608,51.2,96.9,0.9,23.4,912.55,39286,48447,84,715,808,Republican
48449,Titus County,TX,South,"[ 45,  118)","[10.0,15.0)",32506,50.6,85,10.3,18.2,406.05,42939,48449,2538,6405,9176,Republican
48451,Tom Green County,TX,South,"[ 45,  118)","[ 2.0, 5.0)",116608,50.5,90.9,4.7,16.9,1521.97,44545,48451,9117,27376,38104,Republican
48453,Travis County,TX,South,"[118,71672]","[ 5.0,10.0)",1151145,49.5,81,8.9,24.1,990.2,58025,48453,306475,126750,462511,Democrat
48455,Trinity County,TX,South,"[ 17,   45)","[ 5.0,10.0)",14224,51.6,87.6,9.6,32.5,693.61,34555,48455,1154,4737,5982,Republican
48457,Tyler County,TX,South,"[ 17,   45)","[10.0,15.0)",21418,46.1,86,11.6,32.7,924.5,39940,48457,1243,6601,7969,Republican
48459,Upshur County,TX,South,"[ 45,  118)","[ 5.0,10.0)",40354,50.5,87.7,8.7,27.6,582.95,46600,48459,2378,13198,15918,Republican
48461,Upton County,TX,South,"[  0,   17)","[ 2.0, 5.0)",3454,49.1,92.4,2.6,18.5,1241.32,51750,48461,284,961,1296,Republican
48463,Uvalde County,TX,South,"[ 17,   45)","[ 0.0, 2.0)",27117,50.9,96.2,1.2,17.7,1551.95,34902,48463,3863,4828,8936,Republican
48465,Val Verde County,TX,South,"[  0,   17)","[ 0.0, 2.0)",48974,49.4,95.5,1.8,18.8,3144.75,40450,48465,6920,5856,13476,Democrat
48467,Van Zandt County,TX,South,"[ 45,  118)","[ 2.0, 5.0)",52910,51,93.9,3,33.2,842.56,43439,48467,2792,18436,21689,Republican
48469,Victoria County,TX,South,"[ 45,  118)","[ 5.0,10.0)",91081,51,89.6,6.8,20.3,882.14,50364,48469,8843,21253,31032,Republican
48471,Walker County,TX,South,"[ 45,  118)","[15.0,25.0)",69789,41.4,73.8,22.8,24,784.17,37617,48471,6085,12878,19683,Republican
48473,Waller County,TX,South,"[ 45,  118)","[25.0,50.0)",46820,50.3,70.5,25.8,31,513.43,50097,48473,5744,10525,16715,Republican
48475,Ward County,TX,South,"[  0,   17)","[ 2.0, 5.0)",11625,50.3,91.1,4.9,18.5,835.6,42568,48475,780,2541,3413,Republican
48477,Washington County,TX,South,"[ 45,  118)","[15.0,25.0)",34438,50.6,78.7,18,19.8,603.95,44858,48477,3381,10944,14747,Republican
48479,Webb County,TX,South,"[ 45,  118)","[ 0.0, 2.0)",266673,51,97.7,0.7,21.7,3361.48,39449,48479,42297,12946,56867,Democrat
48481,Wharton County,TX,South,"[ 17,   45)","[10.0,15.0)",41168,50.8,83.4,14.4,22.9,1086.15,40411,48481,4238,10149,14707,Republican
48483,Wheeler County,TX,South,"[  0,   17)","[ 2.0, 5.0)",5714,49.4,93.4,2.9,18.4,914.52,51766,48483,194,2087,2306,Republican
48485,Wichita County,TX,South,"[118,71672]","[10.0,15.0)",132355,48.4,83.2,10.7,15.5,627.78,45086,48485,8752,27609,37913,Republican
48487,Wilbarger County,TX,South,"[  0,   17)","[ 5.0,10.0)",12973,50.9,86.9,8.7,13.1,970.84,41658,48487,807,3166,4101,Republican
48489,Willacy County,TX,South,"[ 17,   45)","[ 2.0, 5.0)",21903,45.2,95.4,2.6,18,590.55,25886,48489,3416,1541,5082,Democrat
48491,Williamson County,TX,South,"[118,71672]","[ 5.0,10.0)",489250,50.8,84.1,6.7,26,1118.3,71803,48491,84252,104029,200524,Republican
48493,Wilson County,TX,South,"[ 45,  118)","[ 0.0, 2.0)",46402,49.9,95.3,1.8,32.7,803.73,64571,48493,4790,13991,19255,Republican
48495,Winkler County,TX,South,"[  0,   17)","[ 2.0, 5.0)",7821,48.5,93.7,2.9,23.3,841.11,48992,48495,420,1403,1873,Republican
48497,Wise County,TX,South,"[ 45,  118)","[ 0.0, 2.0)",61638,49.7,95.5,1.5,30.9,904.42,56005,48497,3412,20655,24661,Republican
48499,Wood County,TX,South,"[ 45,  118)","[ 2.0, 5.0)",42852,51,92.1,4.9,27.5,645.23,43649,48499,2624,15681,18646,Republican
48501,Yoakum County,TX,South,"[  0,   17)","[ 0.0, 2.0)",8286,50.3,95.1,1.5,17.8,799.71,49340,48501,426,1797,2299,Republican
48503,Young County,TX,South,"[ 17,   45)","[ 0.0, 2.0)",18350,50.6,95.1,1.7,16.3,914.47,44429,48503,873,6587,7658,Republican
48505,Zapata County,TX,South,"[  0,   17)","[ 0.0, 2.0)",14319,49.6,98.6,0.5,17.7,998.41,31109,48505,2056,1028,3134,Democrat
48507,Zavala County,TX,South,"[  0,   17)","[ 0.0, 2.0)",12267,50.2,96.9,1.2,17.3,1297.41,25625,48507,2633,692,3390,Democrat
49001,Beaver County,UT,West,"[  0,   17)","[ 0.0, 2.0)",6461,48.3,94.7,0.4,16.9,2589.88,46660,49001,264,1838,2490,Republican
49003,Box Elder County,UT,West,"[  0,   17)","[ 0.0, 2.0)",51518,49.2,95.4,0.5,22.6,5745.55,57292,49003,1814,10324,16548,Republican
49005,Cache County,UT,West,"[ 45,  118)","[ 0.0, 2.0)",118343,50.2,93.7,0.8,16.6,1164.81,49506,49005,6705,16643,35879,Republican
49007,Carbon County,UT,West,"[  0,   17)","[ 0.0, 2.0)",20660,50.4,95.1,0.7,15.9,1478.49,44724,49007,1696,5182,7818,Republican
49009,Daggett County,UT,West,"[  0,   17)","[ 0.0, 2.0)",1117,44.6,96,0.4,15,696.98,46917,49009,76,327,465,Republican
49011,Davis County,UT,West,"[118,71672]","[ 0.0, 2.0)",329692,49.7,92.9,1.4,22.3,298.78,69707,49011,22575,46985,104661,Republican
49013,Duchesne County,UT,West,"[  0,   17)","[ 0.0, 2.0)",20380,49.2,91.6,0.6,22.5,3240.95,57683,49013,500,5505,6932,Republican
49015,Emery County,UT,West,"[  0,   17)","[ 0.0, 2.0)",10631,49.1,97.1,0.4,19.1,4462.31,52763,49015,379,3402,4263,Republican
49017,Garfield County,UT,West,"[  0,   17)","[ 0.0, 2.0)",5024,47.9,94.9,0.5,13.3,5175.12,45357,49017,352,1577,2294,Republican
49019,Grand County,UT,West,"[  0,   17)","[ 0.0, 2.0)",9429,49.9,91.9,0.7,14.5,3671.54,45888,49019,1932,1934,4456,Republican
49021,Iron County,UT,West,"[  0,   17)","[ 0.0, 2.0)",47269,50,93.6,0.6,18.2,3296.68,42369,49021,2104,10025,15354,Republican
49023,Juab County,UT,West,"[  0,   17)","[ 0.0, 2.0)",10486,48.9,96.5,0.5,24,3392.28,55247,49023,436,2759,4076,Republican
49025,Kane County,UT,West,"[  0,   17)","[ 0.0, 2.0)",7254,49.7,95.9,0.4,16.5,3990.23,48540,49025,739,2248,3482,Republican
49027,Millard County,UT,West,"[  0,   17)","[ 0.0, 2.0)",12606,48.9,95.1,0.7,17.6,6572.43,49238,49027,431,3860,5234,Republican
49029,Morgan County,UT,West,"[ 17,   45)","[ 0.0, 2.0)",10608,49.3,97.8,0.3,26.1,609.2,80337,49029,572,3156,5136,Republican
49031,Piute County,UT,West,"[  0,   17)","[ 0.0, 2.0)",1484,48.5,97.2,0.2,20.3,757.79,38500,49031,31,537,617,Republican
49033,Rich County,UT,West,"[  0,   17)","[ 0.0, 2.0)",2293,49.5,98.2,0,22,1028.78,50000,49033,104,786,1096,Republican
49035,Salt Lake County,UT,West,"[118,71672]","[ 0.0, 2.0)",1091742,49.7,88.9,1.9,22.2,742.28,60555,49035,154831,117901,361347,Republican
49037,San Juan County,UT,West,"[  0,   17)","[ 0.0, 2.0)",15251,50,50.2,0.4,20.5,7819.99,40492,49037,1997,2635,5385,Republican
49039,Sanpete County,UT,West,"[ 17,   45)","[ 0.0, 2.0)",28477,47.7,94.5,1,21,1590.15,48369,49039,1026,6436,9778,Republican
49041,Sevier County,UT,West,"[  0,   17)","[ 0.0, 2.0)",20773,49.1,96.5,0.3,15.3,1910.58,46229,49041,673,6455,8308,Republican
49043,Summit County,UT,West,"[ 17,   45)","[ 0.0, 2.0)",39105,48.7,95.6,0.7,24.1,1871.71,83336,49043,10251,7160,20133,Republican
49045,Tooele County,UT,West,"[  0,   17)","[ 0.0, 2.0)",61598,49.5,94.4,0.8,29.5,6941.35,61412,49045,4015,9693,18905,Republican
49047,Uintah County,UT,West,"[  0,   17)","[ 0.0, 2.0)",36867,49.1,88.6,0.5,19,4479.69,62067,49047,1002,9876,12883,Republican
49049,Utah County,UT,West,"[118,71672]","[ 0.0, 2.0)",560974,49.7,93.7,0.7,21.1,2003.45,60196,49049,24579,89755,174942,Republican
49051,Wasatch County,UT,West,"[ 17,   45)","[ 0.0, 2.0)",27714,48.7,96,0.4,23.9,1175.5,65050,49051,3063,6115,12120,Republican
49053,Washington County,UT,West,"[ 45,  118)","[ 0.0, 2.0)",151948,50.6,93.8,0.8,18.1,2426.36,49279,49053,9583,39566,57494,Republican
49055,Wayne County,UT,West,"[  0,   17)","[ 0.0, 2.0)",2723,49.8,96.3,0.1,14.4,2460.68,41458,49055,271,959,1410,Republican
49057,Weber County,UT,West,"[118,71672]","[ 0.0, 2.0)",240475,49.8,92.9,1.6,21.4,576.08,54974,49057,22187,38447,81451,Republican
50001,Addison County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",37009,50.1,95.4,1,23.8,766.33,57565,50001,11217,5297,17592,Democrat
50003,Bennington County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",36445,51.6,96.5,1,19,674.98,50221,50003,9539,5925,16345,Democrat
50005,Caledonia County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",30981,50.1,96.5,0.7,23.1,648.86,45395,50005,6445,5533,12966,Democrat
50007,Chittenden County,VT,Northeast,"[118,71672]","[ 2.0, 5.0)",160531,51.1,92.2,2.3,20.1,536.58,63989,50007,54463,18298,77263,Democrat
50009,Essex County,VT,Northeast,"[  0,   17)","[ 0.0, 2.0)",6125,49.3,97.1,0.4,27.5,663.6,35916,50009,1019,1506,2706,Democrat
50011,Franklin County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",48642,50.4,95.6,0.6,27.1,633.71,56240,50011,9351,8752,19373,Democrat
50013,Grand Isle County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",6994,50.4,95.1,0.5,33,81.81,59509,50013,2094,1487,3778,Democrat
50015,Lamoille County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",25082,50.1,96.4,0.8,25.5,458.8,52686,50015,7241,3570,11641,Democrat
50017,Orange County,VT,Northeast,"[ 17,   45)","[ 0.0, 2.0)",28859,50.2,96.9,0.6,26.2,687.03,52480,50017,7522,4997,13464,Democrat
50019,Orleans County,VT,Northeast,"[ 17,   45)","[ 0.0, 2.0)",27082,49.7,96.7,0.8,22.8,693.27,41953,50019,5181,5158,10988,Democrat
50021,Rutland County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",60086,50.7,97.1,0.6,20.4,929.82,49271,50021,13629,12471,27660,Democrat
50023,Washington County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",58998,50.5,96.1,0.9,22.2,687.23,57281,50023,18594,7993,28654,Democrat
50025,Windham County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",43714,50.8,95.4,1.2,21.1,785.31,50234,50025,14340,5462,21151,Democrat
50027,Windsor County,VT,Northeast,"[ 45,  118)","[ 0.0, 2.0)",56014,51,96.5,0.7,21.8,969.34,52460,50027,17544,8604,27832,Democrat
51001,Accomack County,VA,South,"[ 45,  118)","[25.0,50.0)",33021,51.5,69,28,21.2,449.5,39328,51001,6737,8582,15755,Republican
51003,Albemarle County,VA,South,"[118,71672]","[ 5.0,10.0)",104489,52.2,82.7,9.8,22.2,720.7,67725,51003,33297,19232,56134,Democrat
51005,Alleghany County,VA,South,"[ 17,   45)","[ 2.0, 5.0)",15820,50.8,93.1,4.9,23.4,445.46,44848,51005,2165,4873,7306,Republican
51007,Amelia County,VA,South,"[ 17,   45)","[15.0,25.0)",12855,51.2,74.9,22.3,34.2,355.27,52885,51007,2150,4704,7035,Republican
51009,Amherst County,VA,South,"[ 45,  118)","[15.0,25.0)",32041,52.3,77.5,18.9,23.1,473.93,44945,51009,4986,9643,15164,Republican
51011,Appomattox County,VA,South,"[ 45,  118)","[15.0,25.0)",15279,51.6,77.7,19.9,28.6,333.49,50167,51011,2023,5714,7954,Republican
51013,Arlington County,VA,South,"[118,71672]","[ 5.0,10.0)",226908,49.9,77.3,8.9,27.3,25.97,103208,51013,91879,20155,119344,Democrat
51015,Augusta County,VA,South,"[ 45,  118)","[ 2.0, 5.0)",73862,49.5,93.7,4.2,23.6,967,52027,51015,8108,26152,36661,Republican
51017,Bath County,VA,South,"[  0,   17)","[ 2.0, 5.0)",4563,50,93.5,4.9,31.8,529.16,51365,51017,603,1548,2243,Republican
51019,Bedford County,VA,South,"[ 45,  118)","[ 5.0,10.0)",76583,50.4,91.3,5.9,27.6,753.02,57596,51019,9733,30578,42186,Republican
51021,Bland County,VA,South,"[ 17,   45)","[ 2.0, 5.0)",6625,44.9,95.3,3.5,32.1,357.73,42139,51021,453,2572,3124,Republican
51023,Botetourt County,VA,South,"[ 45,  118)","[ 2.0, 5.0)",33100,50.5,94.6,3.3,25.6,541.2,65935,51023,4492,13369,18641,Republican
51025,Brunswick County,VA,South,"[ 17,   45)","[50.0,85.3]",16498,47.2,42.2,56.1,29.6,566.17,36293,51025,4473,3045,7645,Democrat
51027,Buchanan County,VA,South,"[ 45,  118)","[ 2.0, 5.0)",23106,48.9,96.1,2.9,30.1,502.76,29848,51027,1721,7292,9220,Republican
51029,Buckingham County,VA,South,"[ 17,   45)","[25.0,50.0)",16913,45.1,62.7,34.8,32,579.66,38648,51029,3128,3969,7284,Democrat
51031,Campbell County,VA,South,"[ 45,  118)","[10.0,15.0)",54885,51.6,82.5,14.4,22.1,503.87,47162,51031,6597,19442,27218,Republican
51033,Caroline County,VA,South,"[ 45,  118)","[25.0,50.0)",29778,50.8,66.9,28.4,37.7,527.51,57218,51033,6425,7143,14189,Democrat
51035,Carroll County,VA,South,"[ 45,  118)","[ 0.0, 2.0)",29621,50.3,97.9,0.8,26.5,474.69,32853,51035,2557,10653,13587,Republican
51036,Charles City County,VA,South,"[ 17,   45)","[25.0,50.0)",7023,51.1,42.2,47.3,35.9,182.82,48428,51036,2244,1381,3745,Democrat
51037,Charlotte County,VA,South,"[ 17,   45)","[25.0,50.0)",12225,50.6,68.3,29.6,32.1,475.27,33015,51037,2153,3479,5792,Republican
51041,Chesterfield County,VA,South,"[118,71672]","[15.0,25.0)",332499,51.9,69.9,23.2,25.5,423.3,72088,51041,80993,84938,175288,Republican
51043,Clarke County,VA,South,"[ 45,  118)","[ 5.0,10.0)",14423,50.2,90.8,5.2,37,176.18,77597,51043,3047,4657,8131,Republican
51045,Craig County,VA,South,"[  0,   17)","[ 0.0, 2.0)",5234,50.2,98.5,0.2,32,329.53,47806,51045,541,2139,2784,Republican
51047,Culpeper County,VA,South,"[118,71672]","[15.0,25.0)",49166,49.6,78.9,15.8,36.2,379.23,64423,51047,7744,13341,22087,Republican
51049,Cumberland County,VA,South,"[ 17,   45)","[25.0,50.0)",9827,51.5,64.6,32.3,33.6,297.46,40557,51049,2032,2693,4875,Republican
51051,Dickenson County,VA,South,"[ 45,  118)","[ 0.0, 2.0)",15308,49.4,98.8,0.4,31.2,330.53,33318,51051,1335,4932,6405,Republican
51053,Dinwiddie County,VA,South,"[ 45,  118)","[25.0,50.0)",27859,50.9,64.8,32.6,28,503.72,52027,51053,5765,7447,13533,Republican
51057,Essex County,VA,South,"[ 17,   45)","[25.0,50.0)",11103,52.8,57.1,38.5,32.6,257.12,44885,51057,2541,2657,5354,Democrat
51059,Fairfax County,VA,South,"[118,71672]","[ 5.0,10.0)",1137538,50.5,67.2,9.9,32,390.97,110292,51059,354485,157837,542858,Democrat
51061,Fauquier County,VA,South,"[ 45,  118)","[ 5.0,10.0)",68248,50.6,87.4,8.2,39.2,647.45,88409,51061,12960,22110,37124,Republican
51063,Floyd County,VA,South,"[ 17,   45)","[ 0.0, 2.0)",15578,49.9,96.2,1.9,34.5,380.42,44618,51063,2300,5289,7972,Republican
51065,Fluvanna County,VA,South,"[ 45,  118)","[15.0,25.0)",26092,54.3,81.5,15.5,33.5,286.01,68288,51065,5751,7018,13492,Republican
51067,Franklin County,VA,South,"[ 45,  118)","[ 5.0,10.0)",56358,50.7,89.6,8.2,29.8,690.43,45624,51067,7254,18560,26805,Republican
51069,Frederick County,VA,South,"[118,71672]","[ 2.0, 5.0)",82377,50.3,91.6,4.6,30.3,413.5,68424,51069,11920,26069,40133,Republican
51071,Giles County,VA,South,"[ 45,  118)","[ 0.0, 2.0)",16815,51,96.9,1.6,25.8,355.78,45141,51071,1949,5930,8196,Republican
51073,Gloucester County,VA,South,"[118,71672]","[ 5.0,10.0)",37141,50.6,87.9,8.5,32.8,217.81,60519,51073,5399,13087,19524,Republican
51075,Goochland County,VA,South,"[ 45,  118)","[15.0,25.0)",21936,50.4,79.1,17.9,30.1,281.42,80976,51075,4884,8374,13930,Republican
51077,Grayson County,VA,South,"[ 17,   45)","[ 2.0, 5.0)",15093,51.1,96.3,2.2,27.7,442.18,30710,51077,1407,5593,7258,Republican
51079,Greene County,VA,South,"[118,71672]","[ 5.0,10.0)",19031,50.6,89.1,6.8,29.3,156.25,59358,51079,2923,5943,9503,Republican
51081,Greensville County,VA,South,"[ 17,   45)","[50.0,85.3]",11681,38.6,39.1,59.2,23.5,295.23,39697,51081,2558,1737,4363,Democrat
51083,Halifax County,VA,South,"[ 17,   45)","[25.0,50.0)",35200,52.1,61.5,36.5,23.4,817.84,34659,51083,6890,9698,16946,Republican
51085,Hanover County,VA,South,"[118,71672]","[ 5.0,10.0)",101918,51,86.9,9.6,25.3,468.54,75070,51085,19360,39592,62313,Republican
51087,Henrico County,VA,South,"[118,71672]","[25.0,50.0)",321924,52.8,59.8,30,21.9,233.7,61048,51087,93615,59674,161966,Democrat
51089,Henry County,VA,South,"[118,71672]","[15.0,25.0)",52081,51.7,75.4,22,24.4,382.33,34984,51089,8199,15207,24029,Republican
51091,Highland County,VA,South,"[  0,   17)","[ 0.0, 2.0)",2248,50.7,98.6,0.6,22.4,415.16,49625,51091,371,958,1391,Republican
51093,Isle of Wight County,VA,South,"[ 45,  118)","[15.0,25.0)",36007,51.3,72.4,24.2,28.6,315.61,63942,51093,7673,11971,20481,Republican
51095,James City County,VA,South,"[118,71672]","[10.0,15.0)",72583,51.7,80.8,13.7,24.5,142.44,76960,51095,19091,21284,42737,Republican
51097,King and Queen County,VA,South,"[ 17,   45)","[25.0,50.0)",7175,50.1,68.8,27,42.5,315.14,48372,51097,1451,2059,3615,Republican
51099,King George County,VA,South,"[118,71672]","[15.0,25.0)",25371,49.5,77.5,17.3,34,179.64,81753,51099,4002,7338,11967,Republican
51101,King William County,VA,South,"[ 45,  118)","[15.0,25.0)",16186,51.3,77.9,17.6,34.2,273.94,62670,51101,2752,5963,9088,Republican
51103,Lancaster County,VA,South,"[ 45,  118)","[25.0,50.0)",11044,53.4,69.8,28.2,26,133.25,49248,51103,2862,3520,6599,Republican
51105,Lee County,VA,South,"[ 45,  118)","[ 2.0, 5.0)",24951,47.8,94.5,4,28.4,435.52,31308,51105,1627,7542,9353,Republican
51107,Loudoun County,VA,South,"[118,71672]","[ 5.0,10.0)",363050,50.4,71.7,7.7,33.1,515.56,122238,51107,99909,69633,180265,Democrat
51109,Louisa County,VA,South,"[ 45,  118)","[15.0,25.0)",34348,50.8,79.6,17.2,35.1,496.3,54518,51109,6208,10507,17507,Republican
51111,Lunenburg County,VA,South,"[ 17,   45)","[25.0,50.0)",12466,46.9,63.4,34.1,29.2,431.68,35237,51111,2226,3206,5577,Republican
51113,Madison County,VA,South,"[ 17,   45)","[ 5.0,10.0)",13157,51.5,87.2,9.5,32.8,320.68,53459,51113,2202,4418,6934,Republican
51115,Mathews County,VA,South,"[ 45,  118)","[ 5.0,10.0)",8836,51.7,88.2,9,32.9,85.93,55192,51115,1563,3515,5292,Republican
51117,Mecklenburg County,VA,South,"[ 45,  118)","[25.0,50.0)",31192,51.8,61.9,35.2,26.4,625.49,36261,51117,6571,8283,15177,Republican
51119,Middlesex County,VA,South,"[ 45,  118)","[15.0,25.0)",10696,50.3,79.4,18,27.7,130.31,53309,51119,2107,3668,5994,Republican
51121,Montgomery County,VA,South,"[118,71672]","[ 2.0, 5.0)",97244,48.1,87.7,4.1,17.8,387.01,45543,51121,20015,19455,42695,Republican
51125,Nelson County,VA,South,"[ 17,   45)","[10.0,15.0)",14850,51,84.4,12.6,33.2,470.86,48789,51125,3677,4150,8247,Democrat
51127,New Kent County,VA,South,"[ 45,  118)","[10.0,15.0)",20021,49.2,82,13.7,31.9,209.73,70618,51127,3545,8117,12163,Republican
51131,Northampton County,VA,South,"[ 45,  118)","[25.0,50.0)",12121,52.2,61.3,35.8,18.8,211.61,33635,51131,3255,2686,6134,Democrat
51133,Northumberland County,VA,South,"[ 45,  118)","[25.0,50.0)",12251,50.6,73.1,25,30.6,191.3,51342,51133,2830,5089,8176,Republican
51135,Nottoway County,VA,South,"[ 45,  118)","[25.0,50.0)",15579,46.5,58,39.4,28.7,314.39,36607,51135,2829,3712,6717,Republican
