geotype,geoid,geoname,count,discuss,discussOppose,reducetax,reducetaxOppose,prioritycleanenergy,prioritycleanenergyOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,drilloffshore,drilloffshoreOppose,drillanwr,drillanwrOppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,gwvoteimp,gwvoteimpOppose,generaterenewable,generaterenewableOppose,exp,expOppose,teachgw,teachgwOppose,priority,priorityOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmus,harmusOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose
cbsa,28500,"Kerrville, TX Micro Area, Texas",42965,30.50,69.50,58.49,41.51,55.84,18.25,49.42,23.13,47.86,23.96,50.45,32.60,44.38,36.51,59.87,18.42,53.86,19.25,66.25,33.75,67.21,32.79,35.82,64.18,72.87,27.14,66.43,33.57,29.82,70.18,50.61,37.39,73.41,26.59,38.42,61.58,66.36,33.64,43.59,35.68,63.30,23.08,47.63,38.36,44.29,31.20,54.79,45.21,39.63,52.82,53.62,38.83,58.55,31.36,61.50,30.13,61.08,30.83,49.97,50.04,52.12,9.50
cbsa,28540,"Ketchikan, AK Micro Area, Alaska",10981,38.76,61.24,64.33,35.67,63.46,13.75,52.71,21.95,47.21,26.84,57.81,27.82,50.43,29.93,67.41,15.79,59.70,16.17,71.12,28.88,55.15,44.85,31.40,68.60,79.65,20.35,71.65,28.35,37.47,62.53,54.69,34.23,76.86,23.15,45.59,54.42,72.45,27.55,51.98,29.95,71.20,18.00,56.08,31.15,54.56,27.13,61.09,38.91,44.43,49.93,60.41,34.30,66.60,25.14,69.47,23.15,69.31,24.20,55.99,44.01,61.02,7.86
cbsa,28580,"Key West, FL Micro Area, Florida",69183,38.73,61.27,68.77,31.23,71.47,10.12,59.47,17.13,59.69,14.55,65.81,21.77,57.18,25.63,71.52,12.60,64.45,13.43,76.07,23.93,47.91,52.09,27.79,72.21,81.63,18.37,73.88,26.12,34.10,65.90,58.62,31.35,81.91,18.09,46.38,53.63,77.02,22.98,60.50,22.14,76.17,14.63,58.94,26.27,61.93,22.59,66.34,33.66,46.83,45.40,61.34,29.80,67.97,21.65,71.05,19.18,70.42,21.03,59.50,40.50,64.77,6.96
cbsa,28620,"Kill Devil Hills, NC Micro Area, North Carolina",30314,37.34,62.66,65.40,34.60,64.87,11.11,55.07,18.95,54.58,20.05,59.57,24.36,51.69,29.74,68.35,13.89,60.72,14.78,73.51,26.50,54.90,45.10,31.34,68.66,80.40,19.60,73.96,26.04,35.14,64.86,55.43,34.17,79.00,21.00,42.21,57.79,73.84,26.15,51.32,26.75,72.59,17.65,56.20,30.65,56.65,25.39,60.03,39.97,40.71,52.49,57.12,34.68,64.04,26.12,67.00,23.24,68.50,24.65,55.28,44.72,61.50,8.36
cbsa,28660,"Killeen-Temple, TX Metro Area, Texas",1054761,30.42,69.58,62.13,37.87,60.85,15.00,53.40,20.66,52.66,20.75,56.08,26.49,47.49,31.13,63.46,16.92,56.54,18.03,68.62,31.38,64.82,35.18,34.26,65.74,74.94,25.06,69.67,30.33,26.40,73.60,53.99,35.58,75.36,24.64,41.35,58.65,69.03,30.97,51.14,27.43,68.28,19.16,50.91,35.86,46.59,28.88,59.61,40.39,43.62,46.03,57.43,32.16,61.16,25.72,63.34,23.94,63.72,24.24,53.34,46.66,54.90,8.70
cbsa,28660,"Killeen-Temple, TX Metro Area, Texas",1054761,30.42,69.58,62.13,37.87,60.85,15.00,53.40,20.66,52.66,20.75,56.08,26.49,47.49,31.13,63.46,16.92,56.54,18.03,68.62,31.38,64.82,35.18,34.26,65.74,74.94,25.06,69.67,30.33,26.40,73.60,53.99,35.58,75.36,24.64,41.35,58.65,69.03,30.97,51.14,27.43,68.28,19.16,50.91,35.86,46.59,28.88,59.61,40.39,43.62,46.03,57.43,32.16,61.16,25.72,63.34,23.94,63.72,24.24,53.34,46.66,54.90,8.70
cbsa,28660,"Killeen-Temple, TX Metro Area, Texas",1054761,30.42,69.58,62.13,37.87,60.85,15.00,53.40,20.66,52.66,20.75,56.08,26.49,47.49,31.13,63.46,16.92,56.54,18.03,68.62,31.38,64.82,35.18,34.26,65.74,74.94,25.06,69.67,30.33,26.40,73.60,53.99,35.58,75.36,24.64,41.35,58.65,69.03,30.97,51.14,27.43,68.28,19.16,50.91,35.86,46.59,28.88,59.61,40.39,43.62,46.03,57.43,32.16,61.16,25.72,63.34,23.94,63.72,24.24,53.34,46.66,54.90,8.70
cbsa,28700,"Kingsport-Bristol, TN-VA Metro Area, Virginia",1252525,26.87,73.13,53.23,46.77,54.80,18.85,45.03,24.86,43.50,26.78,48.21,33.61,41.58,40.09,57.86,19.31,49.17,21.73,64.47,35.53,69.75,30.25,41.46,58.54,73.39,26.61,66.76,33.25,27.94,72.06,44.33,44.02,71.03,28.97,31.97,68.03,62.44,37.56,38.96,36.43,58.21,26.95,43.90,40.54,40.69,34.41,48.34,51.66,33.71,55.63,48.02,41.14,52.01,34.27,56.93,30.58,57.60,32.15,44.37,55.63,47.05,11.47
cbsa,28700,"Kingsport-Bristol, TN-VA Metro Area, Virginia",1252525,26.87,73.13,53.23,46.77,54.80,18.85,45.03,24.86,43.50,26.78,48.21,33.61,41.58,40.09,57.86,19.31,49.17,21.73,64.47,35.53,69.75,30.25,41.46,58.54,73.39,26.61,66.76,33.25,27.94,72.06,44.33,44.02,71.03,28.97,31.97,68.03,62.44,37.56,38.96,36.43,58.21,26.95,43.90,40.54,40.69,34.41,48.34,51.66,33.71,55.63,48.02,41.14,52.01,34.27,56.93,30.58,57.60,32.15,44.37,55.63,47.05,11.47
cbsa,28700,"Kingsport-Bristol, TN-VA Metro Area, Tennessee",1252525,26.87,73.13,53.23,46.77,54.80,18.85,45.03,24.86,43.50,26.78,48.21,33.61,41.58,40.09,57.86,19.31,49.17,21.73,64.47,35.53,69.75,30.25,41.46,58.54,73.39,26.61,66.76,33.25,27.94,72.06,44.33,44.02,71.03,28.97,31.97,68.03,62.44,37.56,38.96,36.43,58.21,26.95,43.90,40.54,40.69,34.41,48.34,51.66,33.71,55.63,48.02,41.14,52.01,34.27,56.93,30.58,57.60,32.15,44.37,55.63,47.05,11.47
cbsa,28700,"Kingsport-Bristol, TN-VA Metro Area, Virginia",1252525,26.87,73.13,53.23,46.77,54.80,18.85,45.03,24.86,43.50,26.78,48.21,33.61,41.58,40.09,57.86,19.31,49.17,21.73,64.47,35.53,69.75,30.25,41.46,58.54,73.39,26.61,66.76,33.25,27.94,72.06,44.33,44.02,71.03,28.97,31.97,68.03,62.44,37.56,38.96,36.43,58.21,26.95,43.90,40.54,40.69,34.41,48.34,51.66,33.71,55.63,48.02,41.14,52.01,34.27,56.93,30.58,57.60,32.15,44.37,55.63,47.05,11.47
cbsa,28700,"Kingsport-Bristol, TN-VA Metro Area, Tennessee",1252525,26.87,73.13,53.23,46.77,54.80,18.85,45.03,24.86,43.50,26.78,48.21,33.61,41.58,40.09,57.86,19.31,49.17,21.73,64.47,35.53,69.75,30.25,41.46,58.54,73.39,26.61,66.76,33.25,27.94,72.06,44.33,44.02,71.03,28.97,31.97,68.03,62.44,37.56,38.96,36.43,58.21,26.95,43.90,40.54,40.69,34.41,48.34,51.66,33.71,55.63,48.02,41.14,52.01,34.27,56.93,30.58,57.60,32.15,44.37,55.63,47.05,11.47
cbsa,28740,"Kingston, NY Metro Area, New York",150628,39.18,60.82,72.30,27.70,66.77,8.41,59.22,16.87,59.55,18.16,66.86,19.66,59.44,21.39,74.24,11.14,64.94,11.57,81.16,18.84,51.45,48.55,25.86,74.14,85.12,14.88,77.56,22.44,34.07,65.93,61.88,28.45,80.73,19.27,46.13,53.87,79.11,20.89,58.89,19.18,75.87,13.29,62.72,26.91,60.38,20.76,67.67,32.33,46.24,46.48,66.22,26.25,70.17,20.86,75.23,15.43,75.60,17.33,60.47,39.53,68.95,6.63
cbsa,28780,"Kingsville, TX Micro Area, Texas",46896,32.74,67.26,67.48,32.52,63.53,12.74,58.34,18.73,55.93,18.89,60.22,23.41,53.44,28.29,66.84,14.70,60.43,15.68,71.70,28.30,61.73,38.27,32.20,67.80,76.79,23.21,71.22,28.78,26.84,73.16,59.54,30.65,78.03,21.97,45.45,54.55,73.34,26.66,57.20,23.50,71.18,15.72,58.32,29.99,49.80,24.94,66.17,33.83,49.62,41.22,62.75,27.54,66.60,21.35,68.61,20.63,68.68,21.41,57.51,42.49,58.86,7.65
cbsa,28780,"Kingsville, TX Micro Area, Texas",46896,32.74,67.26,67.48,32.52,63.53,12.74,58.34,18.73,55.93,18.89,60.22,23.41,53.44,28.29,66.84,14.70,60.43,15.68,71.70,28.30,61.73,38.27,32.20,67.80,76.79,23.21,71.22,28.78,26.84,73.16,59.54,30.65,78.03,21.97,45.45,54.55,73.34,26.66,57.20,23.50,71.18,15.72,58.32,29.99,49.80,24.94,66.17,33.83,49.62,41.22,62.75,27.54,66.60,21.35,68.61,20.63,68.68,21.41,57.51,42.49,58.86,7.65
cbsa,28820,"Kinston, NC Micro Area, North Carolina",42715,29.44,70.56,67.50,32.50,65.03,11.47,57.67,17.74,54.68,19.84,60.17,21.97,51.42,26.34,64.92,14.81,57.56,16.04,72.65,27.35,63.00,37.00,35.17,64.83,78.06,21.94,71.58,28.42,24.41,75.59,51.72,36.43,75.66,24.35,40.77,59.23,76.79,23.21,54.24,21.45,69.62,14.64,50.58,35.57,46.62,24.86,60.35,39.65,43.46,42.23,56.79,28.45,61.59,21.54,62.87,20.55,64.96,20.91,56.59,43.41,57.11,7.88
cbsa,28860,"Kirksville, MO Micro Area, Missouri",47432,29.58,70.42,56.98,43.02,58.43,17.07,46.51,23.53,44.63,22.98,51.39,30.07,43.22,34.86,61.58,17.46,53.17,19.01,66.26,33.74,67.04,32.96,38.19,61.81,74.11,25.90,67.81,32.19,29.76,70.24,42.67,45.87,73.09,26.91,34.19,65.81,65.24,34.76,42.19,31.70,62.92,23.99,47.59,37.84,44.92,33.47,53.21,46.79,36.18,54.62,52.80,38.14,57.80,31.06,62.62,26.78,61.76,29.31,47.98,52.02,52.29,10.38
cbsa,28860,"Kirksville, MO Micro Area, Missouri",47432,29.58,70.42,56.98,43.02,58.43,17.07,46.51,23.53,44.63,22.98,51.39,30.07,43.22,34.86,61.58,17.46,53.17,19.01,66.26,33.74,67.04,32.96,38.19,61.81,74.11,25.90,67.81,32.19,29.76,70.24,42.67,45.87,73.09,26.91,34.19,65.81,65.24,34.76,42.19,31.70,62.92,23.99,47.59,37.84,44.92,33.47,53.21,46.79,36.18,54.62,52.80,38.14,57.80,31.06,62.62,26.78,61.76,29.31,47.98,52.02,52.29,10.38
cbsa,28900,"Klamath Falls, OR Micro Area, Oregon",54389,32.09,67.91,58.11,41.90,56.38,16.41,47.04,25.16,41.21,33.24,50.00,32.95,44.19,37.16,59.35,18.25,52.42,19.62,65.63,34.37,63.39,36.61,37.17,62.83,75.08,24.92,69.12,30.88,32.46,67.55,48.05,39.54,73.32,26.68,38.05,61.95,66.99,33.01,43.70,33.75,61.82,24.67,46.44,38.72,42.87,31.60,53.71,46.29,38.50,54.07,53.43,39.51,57.88,32.19,60.69,30.38,61.73,30.82,49.25,50.75,53.34,10.41
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,28940,"Knoxville, TN Metro Area, Tennessee",5631336,28.63,71.37,56.24,43.76,55.86,18.35,47.05,23.31,46.45,23.37,51.30,32.33,43.49,37.38,59.90,17.99,51.57,20.09,66.74,33.26,68.64,31.36,39.01,60.99,74.02,25.98,67.82,32.19,29.01,70.99,47.41,41.69,72.68,27.32,35.03,64.97,64.88,35.12,39.53,35.30,62.11,24.13,47.73,37.65,43.79,32.94,52.70,47.30,35.89,54.08,51.56,38.00,55.25,31.32,59.33,27.52,59.31,28.77,47.64,52.36,49.32,10.59
cbsa,29020,"Kokomo, IN Metro Area, Indiana",64463,27.82,72.18,59.55,40.45,60.17,15.75,47.36,21.88,46.61,23.26,49.74,28.20,43.70,33.85,60.37,16.34,51.06,17.73,68.55,31.45,67.96,32.05,37.31,62.69,76.28,23.72,70.43,29.57,27.24,72.76,45.56,43.09,74.22,25.78,32.16,67.84,66.71,33.29,41.91,31.45,62.61,23.07,48.96,38.40,41.93,32.68,51.87,48.13,34.65,55.16,50.86,40.22,55.69,32.49,59.39,29.29,59.32,31.71,47.28,52.72,54.06,9.99
cbsa,29060,"Laconia, NH Micro Area, New Hampshire",52445,34.65,65.35,64.64,35.37,61.70,12.30,51.73,20.58,49.43,20.86,55.66,27.44,48.73,29.64,66.29,15.28,57.50,14.82,73.64,26.36,61.69,38.32,33.65,66.35,79.30,20.70,70.93,29.07,36.57,63.43,59.55,31.26,77.80,22.20,40.21,59.79,71.84,28.16,49.71,27.46,67.73,19.70,54.27,34.22,50.82,29.32,58.17,41.83,39.21,55.04,58.56,36.70,61.95,28.86,67.05,26.14,66.05,29.76,53.24,46.76,60.39,8.82
cbsa,29100,"La Crosse-Onalaska, WI-MN Metro Area, Minnesota",222956,34.37,65.63,64.64,35.36,60.45,12.67,51.46,19.90,48.43,21.74,55.91,24.89,48.07,29.49,66.82,13.30,58.37,14.72,73.30,26.70,58.07,41.94,32.18,67.82,80.43,19.57,72.95,27.05,34.28,65.72,48.13,40.26,77.84,22.16,38.63,61.37,72.46,27.54,46.14,30.38,69.09,17.88,53.82,34.76,51.46,27.53,57.68,42.32,38.67,54.62,56.23,36.73,63.29,27.06,68.20,23.90,67.43,25.80,52.79,47.21,59.28,8.88
cbsa,29100,"La Crosse-Onalaska, WI-MN Metro Area, Wisconsin",222956,34.37,65.63,64.64,35.36,60.45,12.67,51.46,19.90,48.43,21.74,55.91,24.89,48.07,29.49,66.82,13.30,58.37,14.72,73.30,26.70,58.07,41.94,32.18,67.82,80.43,19.57,72.95,27.05,34.28,65.72,48.13,40.26,77.84,22.16,38.63,61.37,72.46,27.54,46.14,30.38,69.09,17.88,53.82,34.76,51.46,27.53,57.68,42.32,38.67,54.62,56.23,36.73,63.29,27.06,68.20,23.90,67.43,25.80,52.79,47.21,59.28,8.88
cbsa,29180,"Lafayette, LA Metro Area, Louisiana",1812385,28.64,71.36,61.35,38.65,60.02,14.69,51.62,20.65,50.27,20.84,53.77,26.61,46.48,31.80,61.65,16.36,53.58,18.15,67.48,32.52,67.49,32.51,36.98,63.02,72.57,27.43,68.32,31.68,24.76,75.24,53.25,35.88,75.04,24.96,39.21,60.79,69.96,30.04,49.27,28.30,63.64,20.26,47.63,37.41,42.83,28.75,57.27,42.73,40.08,47.86,53.58,32.98,57.77,26.03,60.95,24.97,61.04,25.71,52.19,47.81,53.76,9.45
cbsa,29180,"Lafayette, LA Metro Area, Louisiana",1812385,28.64,71.36,61.35,38.65,60.02,14.69,51.62,20.65,50.27,20.84,53.77,26.61,46.48,31.80,61.65,16.36,53.58,18.15,67.48,32.52,67.49,32.51,36.98,63.02,72.57,27.43,68.32,31.68,24.76,75.24,53.25,35.88,75.04,24.96,39.21,60.79,69.96,30.04,49.27,28.30,63.64,20.26,47.63,37.41,42.83,28.75,57.27,42.73,40.08,47.86,53.58,32.98,57.77,26.03,60.95,24.97,61.04,25.71,52.19,47.81,53.76,9.45
cbsa,29180,"Lafayette, LA Metro Area, Louisiana",1812385,28.64,71.36,61.35,38.65,60.02,14.69,51.62,20.65,50.27,20.84,53.77,26.61,46.48,31.80,61.65,16.36,53.58,18.15,67.48,32.52,67.49,32.51,36.98,63.02,72.57,27.43,68.32,31.68,24.76,75.24,53.25,35.88,75.04,24.96,39.21,60.79,69.96,30.04,49.27,28.30,63.64,20.26,47.63,37.41,42.83,28.75,57.27,42.73,40.08,47.86,53.58,32.98,57.77,26.03,60.95,24.97,61.04,25.71,52.19,47.81,53.76,9.45
cbsa,29180,"Lafayette, LA Metro Area, Louisiana",1812385,28.64,71.36,61.35,38.65,60.02,14.69,51.62,20.65,50.27,20.84,53.77,26.61,46.48,31.80,61.65,16.36,53.58,18.15,67.48,32.52,67.49,32.51,36.98,63.02,72.57,27.43,68.32,31.68,24.76,75.24,53.25,35.88,75.04,24.96,39.21,60.79,69.96,30.04,49.27,28.30,63.64,20.26,47.63,37.41,42.83,28.75,57.27,42.73,40.08,47.86,53.58,32.98,57.77,26.03,60.95,24.97,61.04,25.71,52.19,47.81,53.76,9.45
cbsa,29180,"Lafayette, LA Metro Area, Louisiana",1812385,28.64,71.36,61.35,38.65,60.02,14.69,51.62,20.65,50.27,20.84,53.77,26.61,46.48,31.80,61.65,16.36,53.58,18.15,67.48,32.52,67.49,32.51,36.98,63.02,72.57,27.43,68.32,31.68,24.76,75.24,53.25,35.88,75.04,24.96,39.21,60.79,69.96,30.04,49.27,28.30,63.64,20.26,47.63,37.41,42.83,28.75,57.27,42.73,40.08,47.86,53.58,32.98,57.77,26.03,60.95,24.97,61.04,25.71,52.19,47.81,53.76,9.45
cbsa,29200,"Lafayette-West Lafayette, IN Metro Area, Indiana",712796,30.39,69.61,58.91,41.09,58.60,15.91,48.16,21.96,48.08,22.90,51.96,30.06,44.91,34.33,63.31,16.03,54.14,17.31,68.43,31.58,64.10,35.90,35.63,64.37,74.70,25.30,69.10,30.90,28.60,71.40,48.44,40.91,75.39,24.62,35.56,64.44,66.12,33.88,43.07,33.20,64.17,23.06,49.71,36.08,46.62,31.07,54.29,45.71,37.14,53.32,53.22,38.02,58.34,30.03,61.58,27.04,61.27,29.53,48.21,51.79,53.87,9.63
cbsa,29200,"Lafayette-West Lafayette, IN Metro Area, Indiana",712796,30.39,69.61,58.91,41.09,58.60,15.91,48.16,21.96,48.08,22.90,51.96,30.06,44.91,34.33,63.31,16.03,54.14,17.31,68.43,31.58,64.10,35.90,35.63,64.37,74.70,25.30,69.10,30.90,28.60,71.40,48.44,40.91,75.39,24.62,35.56,64.44,66.12,33.88,43.07,33.20,64.17,23.06,49.71,36.08,46.62,31.07,54.29,45.71,37.14,53.32,53.22,38.02,58.34,30.03,61.58,27.04,61.27,29.53,48.21,51.79,53.87,9.63
cbsa,29200,"Lafayette-West Lafayette, IN Metro Area, Indiana",712796,30.39,69.61,58.91,41.09,58.60,15.91,48.16,21.96,48.08,22.90,51.96,30.06,44.91,34.33,63.31,16.03,54.14,17.31,68.43,31.58,64.10,35.90,35.63,64.37,74.70,25.30,69.10,30.90,28.60,71.40,48.44,40.91,75.39,24.62,35.56,64.44,66.12,33.88,43.07,33.20,64.17,23.06,49.71,36.08,46.62,31.07,54.29,45.71,37.14,53.32,53.22,38.02,58.34,30.03,61.58,27.04,61.27,29.53,48.21,51.79,53.87,9.63
cbsa,29200,"Lafayette-West Lafayette, IN Metro Area, Indiana",712796,30.39,69.61,58.91,41.09,58.60,15.91,48.16,21.96,48.08,22.90,51.96,30.06,44.91,34.33,63.31,16.03,54.14,17.31,68.43,31.58,64.10,35.90,35.63,64.37,74.70,25.30,69.10,30.90,28.60,71.40,48.44,40.91,75.39,24.62,35.56,64.44,66.12,33.88,43.07,33.20,64.17,23.06,49.71,36.08,46.62,31.07,54.29,45.71,37.14,53.32,53.22,38.02,58.34,30.03,61.58,27.04,61.27,29.53,48.21,51.79,53.87,9.63
cbsa,29260,"La Grande, OR Micro Area, Oregon",20534,35.42,64.58,60.97,39.03,62.76,14.19,49.95,22.96,45.83,28.44,54.82,29.21,48.26,32.91,64.88,16.20,56.19,17.17,69.04,30.96,55.25,44.75,33.02,66.98,76.42,23.58,70.68,29.33,34.98,65.02,54.25,34.56,77.08,22.93,41.54,58.46,68.80,31.20,49.27,31.14,66.22,21.48,51.59,32.67,50.56,28.52,57.37,42.63,40.31,52.18,55.84,36.64,61.48,27.41,64.78,25.15,65.20,27.42,53.16,46.84,56.20,9.16
cbsa,29300,"LaGrange, GA-AL Micro Area, Alabama",160070,26.77,73.23,62.34,37.66,59.48,14.81,52.66,20.04,50.23,21.71,53.75,26.32,46.26,30.72,61.29,16.86,54.08,18.51,68.49,31.51,66.53,33.47,38.38,61.62,74.69,25.31,69.25,30.75,24.10,75.90,47.66,40.38,72.61,27.39,36.29,63.72,71.20,28.80,46.38,29.44,64.11,19.40,46.68,39.12,41.82,29.37,54.76,45.24,40.08,46.52,52.86,33.01,56.21,26.60,56.94,27.14,58.40,26.37,51.12,48.88,52.38,8.96
cbsa,29300,"LaGrange, GA-AL Micro Area, Georgia",160070,26.77,73.23,62.34,37.66,59.48,14.81,52.66,20.04,50.23,21.71,53.75,26.32,46.26,30.72,61.29,16.86,54.08,18.51,68.49,31.51,66.53,33.47,38.38,61.62,74.69,25.31,69.25,30.75,24.10,75.90,47.66,40.38,72.61,27.39,36.29,63.72,71.20,28.80,46.38,29.44,64.11,19.40,46.68,39.12,41.82,29.37,54.76,45.24,40.08,46.52,52.86,33.01,56.21,26.60,56.94,27.14,58.40,26.37,51.12,48.88,52.38,8.96
cbsa,29340,"Lake Charles, LA Metro Area, Louisiana",325056,24.21,75.79,55.23,44.77,49.25,18.10,46.61,22.74,41.80,25.27,46.71,33.93,41.08,38.84,57.99,16.53,47.81,20.99,63.30,36.71,73.11,26.89,41.89,58.11,70.62,29.38,67.13,32.87,23.17,76.83,51.36,38.34,73.65,26.35,37.66,62.34,61.68,38.32,40.48,34.82,57.42,24.98,44.52,39.33,38.12,31.65,50.46,49.54,36.48,51.51,49.29,38.01,51.58,31.77,56.47,31.17,55.28,32.95,46.23,53.78,45.77,11.09
cbsa,29340,"Lake Charles, LA Metro Area, Louisiana",325056,24.21,75.79,55.23,44.77,49.25,18.10,46.61,22.74,41.80,25.27,46.71,33.93,41.08,38.84,57.99,16.53,47.81,20.99,63.30,36.71,73.11,26.89,41.89,58.11,70.62,29.38,67.13,32.87,23.17,76.83,51.36,38.34,73.65,26.35,37.66,62.34,61.68,38.32,40.48,34.82,57.42,24.98,44.52,39.33,38.12,31.65,50.46,49.54,36.48,51.51,49.29,38.01,51.58,31.77,56.47,31.17,55.28,32.95,46.23,53.78,45.77,11.09
cbsa,29380,"Lake City, FL Micro Area, Florida",54367,27.79,72.21,58.21,41.79,58.48,15.15,51.08,21.55,49.41,20.62,52.82,30.04,45.99,34.75,61.39,16.81,52.41,19.01,68.85,31.16,61.24,38.76,37.59,62.41,74.53,25.47,67.32,32.68,26.65,73.35,48.73,39.63,72.85,27.15,36.45,63.55,66.99,33.01,44.40,32.07,62.21,22.31,47.85,35.86,44.17,30.75,53.08,46.92,37.98,51.24,51.01,37.51,56.36,29.49,59.07,28.85,59.74,29.05,49.10,50.90,51.65,9.33
cbsa,29420,"Lake Havasu City-Kingman, AZ Metro Area, Arizona",178794,27.82,72.19,55.91,44.09,58.75,16.22,45.80,24.14,43.62,25.20,49.89,30.79,41.25,35.33,60.45,16.55,52.45,18.12,64.68,35.32,68.88,31.12,40.20,59.80,74.77,25.23,67.56,32.44,29.45,70.55,46.42,42.71,72.82,27.19,34.89,65.11,63.15,36.85,42.71,37.86,62.82,24.53,45.88,37.77,42.47,32.69,53.02,46.98,38.36,50.42,52.59,34.93,56.60,29.08,58.29,27.53,59.38,28.01,48.70,51.31,52.98,10.11
cbsa,29460,"Lakeland-Winter Haven, FL Metro Area, Florida",575162,30.91,69.09,65.82,34.18,62.68,12.45,57.47,18.67,57.41,16.32,62.69,22.92,53.49,27.18,68.53,12.96,59.99,15.34,72.61,27.39,54.14,45.87,33.61,66.40,79.67,20.33,72.97,27.03,27.25,72.75,51.92,36.51,75.95,24.05,40.97,59.03,73.70,26.30,53.61,23.16,71.89,16.64,53.31,35.83,53.55,24.87,62.23,37.77,44.54,44.11,59.06,29.13,64.09,20.91,66.96,20.40,66.45,20.62,57.64,42.36,56.77,8.50
